Wall time,Step,Value
1542138081.57703,450,0.6905463933944702
1542138115.6525886,1087,0.6847407817840576
1542138131.6229184,1381,0.680965781211853
1542138170.830939,2165,0.6739533543586731
1542138175.296645,2263,0.6728628873825073
1542138183.0835757,2410,0.6714518666267395
1542138209.9227915,2949,0.6642172336578369
1542138248.2806845,3684,0.6550352573394775
1542138255.4887064,3831,0.6551083922386169
1542138306.7415764,4811,0.6475991606712341
1542138326.080276,5203,0.638102114200592
1542138335.7355115,5399,0.6412951350212097
1542138385.4580858,6379,0.6306876540184021
1542138458.3887491,7800,0.6193100810050964
1542138465.9609315,7947,0.6161470413208008
1542138487.3001332,8388,0.615951418876648
1542138514.9297087,8927,0.6065962314605713
1542138526.908646,9172,0.6037039756774902
1542138531.8259504,9270,0.6099594235420227
1542138544.2339504,9515,0.5997642874717712
1542138640.5960114,11426,0.584004282951355
1542138653.792817,11671,0.5834999084472656
1542138690.788963,12406,0.5823912620544434
1542138706.1097047,12700,0.5822626352310181
1542138719.0664835,12945,0.5724714398384094
1542138736.128242,13288,0.5687134265899658
1542138751.5971873,13582,0.5713298916816711
1542138798.7451959,14513,0.5669287443161011
1542138838.304089,15297,0.5579103827476501
1542138843.0511258,15395,0.5696775913238525
1542138862.217706,15787,0.5618108510971069
1542138892.2964494,16375,0.5517439246177673
1542138913.759464,16816,0.5523735880851746
1542138932.9421384,17208,0.5564544796943665
1542138975.5207033,17992,0.5398313999176025
1542138985.5728018,18188,0.541642963886261
1542139119.5715342,20834,0.5328983664512634
1542139121.8435278,20883,0.5255448222160339
1542139165.5336907,21716,0.5272199511528015
1542139172.9968913,21863,0.515968918800354
1542139180.738019,22010,0.516516923904419
1542139219.0958736,22745,0.5215709805488586
1542139227.0925677,22892,0.5097372531890869
1542139229.9921412,22941,0.4991523325443268
1542139254.6748345,23431,0.5106368064880371
1542139296.9403832,24264,0.5036213994026184
1542139301.673199,24362,0.5144152641296387
1542139352.0771334,25391,0.49980127811431885
1542139395.3622556,26224,0.49692803621292114
1542139407.7237241,26469,0.5051674246788025
1542139474.2911978,27792,0.49964237213134766
1542139498.595056,28282,0.505362868309021
1542139513.6472929,28576,0.496370404958725
1542139530.7252612,28919,0.510077714920044
1542139532.996705,28968,0.4933719038963318
1542139571.4991477,29703,0.4995401203632355
1542139617.1165407,30585,0.49325498938560486
1542139621.832935,30683,0.48912450671195984
1542139650.2131283,31271,0.48226237297058105
1542139668.9210203,31614,0.49929261207580566
1542139671.4157977,31663,0.4915819764137268
1542139675.95624,31761,0.4827328324317932
1542139683.1291962,31908,0.4825615882873535
1542139687.8622985,32006,0.4780135154724121
1542139718.202446,32594,0.47591128945350647
1542139742.9348507,33084,0.48744285106658936
1542139774.6188571,33672,0.4762660562992096
1542139787.0943427,33917,0.4907901883125305
1542139852.4609282,35191,0.4817642867565155
1542139862.963525,35387,0.4779738187789917
1542139873.334401,35583,0.4744991660118103
1542139875.7999103,35632,0.4618205428123474
1542139893.3332794,35975,0.47904348373413086
1542139915.401841,36416,0.4814305007457733
1542139925.1095538,36612,0.46704262495040894
1542139934.1945117,36808,0.48016995191574097
1542139947.3358788,37053,0.4743539094924927
1542139957.8598895,37249,0.4918329417705536
1542139978.8837423,37690,0.47182291746139526
1542139989.0138948,37886,0.4567682147026062
1542139994.3304586,37984,0.4613988697528839
1542139999.1132553,38082,0.46898728609085083
1542140017.6216404,38425,0.45460397005081177
1542140030.4191139,38670,0.4490812122821808
1542140035.5666754,38768,0.47116661071777344
1542140048.1596653,39013,0.46576523780822754
1542140053.098752,39111,0.47274312376976013
1542140062.5650208,39307,0.46732115745544434
1542140072.6002343,39503,0.4647033214569092
1542140087.7697942,39797,0.45938166975975037
1542140090.3239548,39846,0.449826180934906
1542140147.86894,40973,0.44846057891845703
1542140157.9148502,41169,0.450223445892334
1542140240.922765,42786,0.45467716455459595
1542140258.0254974,43129,0.4706879258155823
1542140273.0397527,43423,0.44686752557754517
1542140307.285655,44109,0.44402578473091125
1542140317.3748038,44305,0.4437088966369629
1542140336.0739343,44648,0.4593747854232788
1542140341.2209554,44746,0.4510027766227722
1542140356.023443,45040,0.42578133940696716
1542140361.7801378,45138,0.4459296464920044
1542140396.539759,45824,0.44219833612442017
1542140398.8289635,45873,0.45431557297706604
1542140423.6378186,46363,0.4321514666080475
1542140431.511215,46510,0.445360392332077
1542140454.0382628,46951,0.42288845777511597
1542140464.3976977,47147,0.42047226428985596
1542140473.8384411,47343,0.4356686472892761
1542140495.414189,47784,0.44550585746765137
1542140497.8831496,47833,0.43112969398498535
1542140514.3280692,48127,0.44302430748939514
1542140516.796864,48176,0.44522127509117126
1542140528.7247882,48421,0.4385879933834076
1542140573.8523202,49303,0.4360966086387634
1542140581.0401225,49450,0.4433131515979767
1542140603.5458422,49891,0.431099534034729
1542140678.5338306,51361,0.41597819328308105
1542140710.1920507,51998,0.41769498586654663
1542140725.4015806,52292,0.43281495571136475
1542140732.8160472,52439,0.42227888107299805
1542140737.529996,52537,0.4265945851802826
1542140747.0007362,52733,0.43445488810539246
1542140761.144182,53027,0.41278600692749023
1542140774.1028848,53272,0.4242118000984192
1542140798.0462885,53762,0.4181342124938965
1542140814.2092705,54056,0.4136410355567932
1542140826.386471,54301,0.4276113212108612
1542140851.4058945,54791,0.44822534918785095
1542140863.9417865,55036,0.42359158396720886
1542140956.1342912,56849,0.40870797634124756
1542140965.177938,57045,0.4141302704811096
